ODBIORCY_ID_FK;KONTA_STATUSY_SYMBOL;DOKUMENT_ID;DOKUMENT_NUMER;KWOTA_BRUTTO_ORYGINAL;KWOTA_NETTO_ORYGINAL;KWOTA_VAT_ORYGINAL;KWOTA_POZOSTALA;DATA_WYSTAWIENIA;DATA_ZAPLATY;DATA_KSIEGOWANIA
345919;K;23170010;0135021967;-4,44;-3,62;-0,82;-4,37;07/01/2014 00:00:00;21/01/2014 00:00:00;08/11/2018 00:00:00
346251;K;23143889;1405018855;-12,99;-10,56;-2,43;-9,89;29/05/2013 00:00:00;12/06/2013 00:00:00;08/11/2018 00:00:00
346269;K;23169997;7810833780;-74,89;-60,87;-14,02;-28,61;17/12/2013 00:00:00;31/12/2013 00:00:00;08/11/2018 00:00:00
347159;K;23128925;0355051161;-0,1;-0,08;-0,02;-0,06;17/01/2014 00:00:00;31/01/2014 00:00:00;08/11/2018 00:00:00
347792;K;23163516;5095000962;-21,06;-17,12;-3,94;-21,06;15/02/2013 00:00:00;01/03/2013 00:00:00;08/11/2018 00:00:00
347942;K;23138350;3245023445;-47,35;-38,5;-8,85;-5,71;05/11/2013 00:00:00;19/11/2013 00:00:00;08/11/2018 00:00:00
348110;K;23095850;9520017963;-480,11;-390,34;-89,77;-470,08;22/10/2013 00:00:00;05/11/2013 00:00:00;08/11/2018 00:00:00
348262;K;23362693;1705023614;-1,15;-0,96;-0,19;-0,4;27/05/2014 00:00:00;10/06/2014 00:00:00;08/11/2018 00:00:00
348262;K;26477749;8411135667;-110,39;-89,75;-20,64;-110,39;26/06/2014 00:00:00;26/06/2014 00:00:00;08/11/2018 00:00:00
348405;K;23171849;0405002703;-11,09;-9,02;-2,07;-11,09;24/09/2013 00:00:00;08/10/2013 00:00:00;08/11/2018 00:00:00
348440;K;23320694;7810570866;-2,48;-2,01;-0,47;-2,48;30/08/2013 00:00:00;13/09/2013 00:00:00;08/11/2018 00:00:00
348628;K;23168402;1405025335;-21,74;-17,69;-4,05;-21,74;30/04/2014 00:00:00;14/05/2014 00:00:00;08/11/2018 00:00:00
348765;K;28100886;1335017551;-0,33;-0,29;-0,04;-0,28;28/06/2013 00:00:00;12/07/2013 00:00:00;08/11/2018 00:00:00
348813;K;23151539;8410542967;-481,7;-391,66;-90,04;-279,19;02/10/2013 00:00:00;16/10/2013 00:00:00;08/11/2018 00:00:00
348991;K;23127918;4435046837;-63,85;-51,86;-11,99;-9,2;20/07/2012 00:00:00;03/08/2012 00:00:00;08/11/2018 00:00:00
349422;K;23283438;1705022954;-28,63;-23,28;-5,35;-28,63;04/04/2014 00:00:00;18/04/2014 00:00:00;08/11/2018 00:00:00
349665;K;23159497;4095049559;-2,07;-1,68;-0,39;-2,06;20/01/2014 00:00:00;03/02/2014 00:00:00;08/11/2018 00:00:00
350708;K;23292773;5720003749;-1,73;-1,4;-0,33;-1,21;21/02/2014 00:00:00;07/03/2014 00:00:00;08/11/2018 00:00:00
350760;K;23150492;1405019895;-1,92;-1,55;-0,37;-1,92;17/07/2013 00:00:00;31/07/2013 00:00:00;08/11/2018 00:00:00
350760;K;23283517;4045410414;-15,81;-12,86;-2,95;-15,81;27/08/2013 00:00:00;27/08/2013 00:00:00;08/11/2018 00:00:00
351060;K;23173164;4305003234;-7,26;-5,9;-1,36;-5,69;31/10/2012 00:00:00;14/11/2012 00:00:00;08/11/2018 00:00:00
351178;K;23165276;7810650903;-38,11;-31,01;-7,1;-38,11;02/10/2013 00:00:00;16/10/2013 00:00:00;08/11/2018 00:00:00
351360;K;23168366;1335019467;-0,95;-0,77;-0,18;-0,75;25/10/2013 00:00:00;08/11/2013 00:00:00;08/11/2018 00:00:00
351712;K;28274136;7810718716;-46,69;-37,97;-8,72;-46,37;31/10/2013 00:00:00;14/11/2013 00:00:00;08/11/2018 00:00:00
351842;K;10174671;7855961827;-166,93;-135,74;-31,19;-72,84;23/05/2014 00:00:00;06/06/2014 00:00:00;08/11/2018 00:00:00
351846;K;23162176;3245018414;-5,26;-4,27;-0,99;-5,26;19/03/2013 00:00:00;02/04/2013 00:00:00;08/11/2018 00:00:00
351915;K;28060001;1105126378;-1,78;-1,46;-0,32;-1,78;01/08/2013 00:00:00;16/08/2013 00:00:00;08/11/2018 00:00:00
351979;K;23170004;1335020280;-0,18;-0,14;-0,04;-0,18;30/12/2013 00:00:00;13/01/2014 00:00:00;08/11/2018 00:00:00
352285;K;23153951;1335020587;-1,92;-1,56;-0,36;-1,85;16/01/2014 00:00:00;30/01/2014 00:00:00;08/11/2018 00:00:00
352285;K;23171851;4225017926;-43,07;-35,01;-8,06;-43,07;25/03/2014 00:00:00;25/03/2014 00:00:00;08/11/2018 00:00:00
352464;K;23149423;7810356610;-33,06;-26,89;-6,17;-32,92;24/06/2013 00:00:00;08/07/2013 00:00:00;08/11/2018 00:00:00
353004;K;23156034;3245021526;-146,09;-118,76;-27,33;-142,44;18/07/2013 00:00:00;01/08/2013 00:00:00;08/11/2018 00:00:00
353169;K;23134685;6575074414;-29,14;-23,71;-5,43;-29,14;07/04/2014 00:00:00;22/04/2014 00:00:00;08/11/2018 00:00:00
353438;K;23157439;3155007889;-623,35;-506,79;-116,56;-457,27;17/12/2012 00:00:00;31/12/2012 00:00:00;08/11/2018 00:00:00
353648;K;23120727;7590009147;-1,54;-1,25;-0,29;-1,54;18/03/2013 00:00:00;02/04/2013 00:00:00;08/11/2018 00:00:00
354418;K;28071860;1945005881;-56,32;-45,79;-10,53;-0,87;16/04/2014 00:00:00;30/04/2014 00:00:00;08/11/2018 00:00:00
354690;K;10081799;7811166252;-28,98;-23,55;-5,43;-28,98;22/05/2014 00:00:00;05/06/2014 00:00:00;08/11/2018 00:00:00
354832;K;26615318;1705023381;-3,95;-3,21;-0,74;-2,85;08/05/2014 00:00:00;22/05/2014 00:00:00;08/11/2018 00:00:00
354896;K;23171844;7810582235;-8,49;-6,89;-1,6;-8,49;06/09/2013 00:00:00;20/09/2013 00:00:00;08/11/2018 00:00:00
354990;K;10222227;1405026256;-670,6;-545,2;-125,4;-106,28;26/06/2014 00:00:00;26/06/2014 00:00:00;08/11/2018 00:00:00
355133;K;10153220;9520036348;-359,99;-292,68;-67,31;-161,88;17/10/2014 00:00:00;17/10/2014 00:00:00;08/11/2018 00:00:00
355147;K;10234982;7830002148;-756,45;-615;-141,45;-178,15;08/07/2014 00:00:00;08/07/2014 00:00:00;08/11/2018 00:00:00
355482;K;23169815;7811078137;-161,8;-131,57;-30,23;-161,8;11/04/2014 00:00:00;25/04/2014 00:00:00;08/11/2018 00:00:00
355512;K;23159130;4335005690;-3,56;-2,89;-0,67;-3,18;21/08/2013 00:00:00;04/09/2013 00:00:00;08/11/2018 00:00:00
355624;K;23047697;4225010994;-6,94;-5,64;-1,3;-6,94;18/11/2013 00:00:00;18/11/2013 00:00:00;08/11/2018 00:00:00
355731;K;23131589;7810720754;-9,94;-8,09;-1,85;-9,85;06/11/2013 00:00:00;20/11/2013 00:00:00;08/11/2018 00:00:00
355917;K;23138352;0135021091;-55,16;-44,84;-10,32;-12;22/10/2013 00:00:00;05/11/2013 00:00:00;08/11/2018 00:00:00
355924;K;10214158;4730199947;-172,2;-140;-32,2;-172,2;15/06/2015 00:00:00;15/06/2015 00:00:00;08/11/2018 00:00:00
356150;K;28067698;3535007187;-36,34;-29,54;-6,8;-33,84;21/08/2012 00:00:00;04/09/2012 00:00:00;08/11/2018 00:00:00
356973;K;23145250;8410779333;-9,76;-7,95;-1,81;-9,76;15/01/2014 00:00:00;29/01/2014 00:00:00;08/11/2018 00:00:00
356985;K;28314813;4225015401;-4,84;-3,94;-0,9;-4,84;11/02/2014 00:00:00;11/02/2014 00:00:00;08/11/2018 00:00:00
357142;K;8200797;4225021774;-521,66;-424,12;-97,54;-93,68;30/05/2014 00:00:00;06/06/2014 00:00:00;08/11/2018 00:00:00
357268;K;23131568;8410087973;-27,04;-21,98;-5,06;-24,76;26/02/2013 00:00:00;12/03/2013 00:00:00;08/11/2018 00:00:00
357303;K;23168576;9530153426;-28,63;-23,27;-5,36;-28,63;28/05/2013 00:00:00;11/06/2013 00:00:00;08/11/2018 00:00:00
357415;K;23171491;9520025343;-69,99;-56,91;-13,08;-1,88;14/04/2014 00:00:00;28/04/2014 00:00:00;08/11/2018 00:00:00
357442;K;23132868;3015089628;-191,73;-155,87;-35,86;-191,73;30/01/2012 00:00:00;13/02/2012 00:00:00;08/11/2018 00:00:00
357571;K;28099738;1705017349;-10,13;-8,25;-1,88;-7,15;15/03/2013 00:00:00;29/03/2013 00:00:00;08/11/2018 00:00:00
357680;K;23134455;0355051241;-27,45;-22,32;-5,13;-9,44;23/01/2014 00:00:00;23/01/2014 00:00:00;08/11/2018 00:00:00
357942;K;8094278;7740075273;-64,83;-52,73;-12,1;-64,83;16/01/2015 00:00:00;30/01/2015 00:00:00;08/11/2018 00:00:00
358301;K;23155672;5690015492;-65,29;-53,09;-12,2;-21,52;17/07/2012 00:00:00;18/07/2012 00:00:00;08/11/2018 00:00:00
358366;K;23135959;8410348435;-11,11;-9;-2,11;-1,69;25/06/2013 00:00:00;09/07/2013 00:00:00;08/11/2018 00:00:00
358380;K;8202775;4095051946;-156,4;-127,17;-29,23;-85,84;04/08/2014 00:00:00;18/08/2014 00:00:00;08/11/2018 00:00:00
358713;K;23169809;9316175542;-154,89;-125,93;-28,96;-138,99;17/03/2014 00:00:00;31/03/2014 00:00:00;08/11/2018 00:00:00
358792;K;23148102;9465531215;-131,59;-107;-24,59;-20,21;28/09/2012 00:00:00;12/10/2012 00:00:00;08/11/2018 00:00:00
359031;K;15611143;8575060726;-10,52;-8,57;-1,95;-10,22;07/10/2014 00:00:00;07/10/2014 00:00:00;08/11/2018 00:00:00
359161;K;27913712;8605019496;-136,17;-110,71;-25,46;-136,17;12/12/2013 00:00:00;27/12/2013 00:00:00;08/11/2018 00:00:00
359273;K;28085110;9480622754;-17,3;-14,07;-3,23;-7,37;27/01/2014 00:00:00;10/02/2014 00:00:00;08/11/2018 00:00:00
359569;K;23152527;9480279169;-39,38;-32,03;-7,35;-39,38;27/06/2013 00:00:00;11/07/2013 00:00:00;08/11/2018 00:00:00
359583;K;28338313;7810076952;-388,19;-315,61;-72,58;-132,53;26/02/2013 00:00:00;26/02/2013 00:00:00;08/11/2018 00:00:00
359583;K;23160430;8410098210;-280,63;-228,16;-52,47;-280,63;01/03/2013 00:00:00;15/03/2013 00:00:00;08/11/2018 00:00:00
359794;K;23134461;9250005821;-0,81;-0,66;-0,15;-0,81;28/01/2014 00:00:00;11/02/2014 00:00:00;08/11/2018 00:00:00
360034;K;23027583;8605015918;-96,95;-78,8;-18,15;-96,95;25/04/2013 00:00:00;09/05/2013 00:00:00;08/11/2018 00:00:00
360186;K;23283414;8420003201;-19,32;-15,69;-3,63;-15,12;30/08/2013 00:00:00;13/09/2013 00:00:00;08/11/2018 00:00:00
360199;K;15154906;9316301462;-7,66;-6,24;-1,42;-7,66;03/06/2014 00:00:00;17/06/2014 00:00:00;08/11/2018 00:00:00
360520;K;23131600;9480750575;-0,38;-0,34;-0,04;-0,38;01/04/2014 00:00:00;15/04/2014 00:00:00;08/11/2018 00:00:00
360572;K;15660200;9316274620;-28,05;-22,85;-5,2;-18,13;20/05/2014 00:00:00;03/06/2014 00:00:00;08/11/2018 00:00:00
360635;K;23320830;9466369476;-14,75;-12;-2,75;-14,75;03/03/2014 00:00:00;17/03/2014 00:00:00;08/11/2018 00:00:00
361305;K;23295867;1335020948;-0,68;-0,54;-0,14;-0,68;20/02/2014 00:00:00;06/03/2014 00:00:00;08/11/2018 00:00:00
362034;K;23156026;7810480768;-100,51;-81,71;-18,8;-92,08;26/07/2013 00:00:00;09/08/2013 00:00:00;08/11/2018 00:00:00
362520;K;28694815;7812192524;-3,79;-3,11;-0,68;-3,79;07/08/2015 00:00:00;07/08/2015 00:00:00;08/11/2018 00:00:00
362520;K;23889119;7812192530;-45,55;-37,03;-8,52;-45,55;07/08/2015 00:00:00;07/08/2015 00:00:00;08/11/2018 00:00:00
362520;K;10282647;7812192527;-3,95;-3,24;-0,71;-3,95;07/08/2015 00:00:00;07/08/2015 00:00:00;08/11/2018 00:00:00
362520;K;23389478;7812192525;-3,75;-3,07;-0,68;-3,75;07/08/2015 00:00:00;07/08/2015 00:00:00;08/11/2018 00:00:00
363067;K;28139090;1405024302;-2,23;-1,81;-0,42;-2,23;10/03/2014 00:00:00;24/03/2014 00:00:00;08/11/2018 00:00:00
363067;K;8316242;7811336495;-21,86;-17,78;-4,08;-21,86;11/07/2014 00:00:00;11/07/2014 00:00:00;08/11/2018 00:00:00
363133;K;23172011;7810717825;-3,95;-3,23;-0,72;-3,95;29/10/2013 00:00:00;12/11/2013 00:00:00;08/11/2018 00:00:00
363290;K;23283427;4045413293;-614,16;-499,31;-114,85;-173,06;21/10/2013 00:00:00;21/10/2013 00:00:00;08/11/2018 00:00:00
363639;K;23159509;1405023275;-42,39;-34,47;-7,92;-42,39;16/01/2014 00:00:00;30/01/2014 00:00:00;08/11/2018 00:00:00
363921;K;23159945;1335017036;-9,2;-7,46;-1,74;-9;21/05/2013 00:00:00;04/06/2013 00:00:00;08/11/2018 00:00:00
363992;K;23503354;7811381234;-307,97;-250,39;-57,58;-307,97;22/07/2014 00:00:00;22/07/2014 00:00:00;08/11/2018 00:00:00
364254;K;23168381;1705020525;-32,85;-26,74;-6,11;-32,52;09/10/2013 00:00:00;23/10/2013 00:00:00;08/11/2018 00:00:00
364575;K;23144963;4125093747;-65,36;-53,11;-12,25;-24,93;07/01/2014 00:00:00;21/01/2014 00:00:00;08/11/2018 00:00:00
365036;K;23163039;1405022743;-89,74;-72,96;-16,78;-89,74;10/12/2013 00:00:00;24/12/2013 00:00:00;08/11/2018 00:00:00
365168;K;23169641;7810393085;-42,16;-34,27;-7,89;-41,42;01/07/2013 00:00:00;15/07/2013 00:00:00;08/11/2018 00:00:00
365623;K;23165055;1405023306;-57,79;-46,99;-10,8;-57,79;17/01/2014 00:00:00;31/01/2014 00:00:00;08/11/2018 00:00:00
365624;K;23128899;0145002824;-22,35;-18,17;-4,18;-22,35;09/07/2013 00:00:00;23/07/2013 00:00:00;08/11/2018 00:00:00
365658;K;23305168;9466255695;-400,28;-325,5;-74,78;-142,51;18/12/2013 00:00:00;02/01/2014 00:00:00;08/11/2018 00:00:00
365670;K;28092804;3105006542;-63,67;-51,76;-11,91;-56,93;10/08/2012 00:00:00;24/08/2012 00:00:00;08/11/2018 00:00:00
365866;K;23165285;1705020269;-80,91;-65,78;-15,13;-35,76;23/09/2013 00:00:00;07/10/2013 00:00:00;08/11/2018 00:00:00
366041;K;23168364;4045414707;-67,52;-54,9;-12,62;-36,93;20/11/2013 00:00:00;20/11/2013 00:00:00;08/11/2018 00:00:00
366043;K;7939970;8411139426;-135,59;-110,24;-25,35;-135,59;01/07/2014 00:00:00;01/07/2014 00:00:00;08/11/2018 00:00:00
366246;K;23172994;9315911195;-20,71;-16,83;-3,88;-1,7;16/10/2013 00:00:00;30/10/2013 00:00:00;08/11/2018 00:00:00
366810;K;28272387;3245017801;-94,75;-77,05;-17,7;-83,09;26/02/2013 00:00:00;12/03/2013 00:00:00;08/11/2018 00:00:00
366920;K;23172018;3225019384;-323,86;-263,3;-60,56;-323,12;26/11/2013 00:00:00;10/12/2013 00:00:00;08/11/2018 00:00:00
367059;K;23169808;4095047238;-19,91;-16,19;-3,72;-19,91;18/09/2013 00:00:00;02/10/2013 00:00:00;08/11/2018 00:00:00
367099;K;28281562;4335005792;-19,62;-15,97;-3,65;-19,62;29/08/2013 00:00:00;12/09/2013 00:00:00;08/11/2018 00:00:00
367329;K;23156050;0440000274;-8,33;-6,78;-1,55;-8,33;26/08/2013 00:00:00;09/09/2013 00:00:00;08/11/2018 00:00:00
367421;K;28135986;1335019136;-607,59;-493,97;-113,62;-149,18;02/10/2013 00:00:00;02/10/2013 00:00:00;08/11/2018 00:00:00
368022;K;23092762;7810810849;-0,82;-0,66;-0,16;-0,82;12/12/2013 00:00:00;27/12/2013 00:00:00;08/11/2018 00:00:00
368216;K;12303234;7740075275;-9,33;-7,6;-1,73;-9,33;16/01/2015 00:00:00;30/01/2015 00:00:00;08/11/2018 00:00:00
368244;K;23150506;1405020290;-1,33;-1,09;-0,24;-1,33;02/08/2013 00:00:00;16/08/2013 00:00:00;08/11/2018 00:00:00
368300;K;23146745;0235151624;-286,66;-233,06;-53,6;-108,28;16/11/2012 00:00:00;30/11/2012 00:00:00;08/11/2018 00:00:00
368983;K;28060002;3225017117;-17,35;-14,1;-3,25;-17,35;31/07/2013 00:00:00;14/08/2013 00:00:00;08/11/2018 00:00:00
368985;K;28100906;6445022178;-5,32;-4,33;-0,99;-5,32;04/12/2013 00:00:00;18/12/2013 00:00:00;08/11/2018 00:00:00
369142;K;23149437;4225004603;-32,16;-26,14;-6,02;-32,16;27/06/2013 00:00:00;27/06/2013 00:00:00;08/11/2018 00:00:00
369238;K;28264935;3225016720;-68,77;-55,92;-12,85;-68,77;07/06/2013 00:00:00;21/06/2013 00:00:00;08/11/2018 00:00:00
369427;K;23320711;7810617201;-529,61;-430,57;-99,04;-3,28;16/09/2013 00:00:00;30/09/2013 00:00:00;08/11/2018 00:00:00
369427;K;12022624;7811551888;-4,48;-3,64;-0,84;-1,2;25/09/2014 00:00:00;25/09/2014 00:00:00;08/11/2018 00:00:00
369910;K;23149416;0135019234;-7,96;-6,45;-1,51;-7,96;06/06/2013 00:00:00;20/06/2013 00:00:00;08/11/2018 00:00:00
370176;K;23050791;7810703644;-3,74;-3,04;-0,7;-3,74;22/10/2013 00:00:00;05/11/2013 00:00:00;08/11/2018 00:00:00
370596;K;28081144;3295005291;-67,06;-54,55;-12,51;-67,06;07/11/2012 00:00:00;21/11/2012 00:00:00;08/11/2018 00:00:00
370634;K;23135522;6265260450;-130,57;-106,16;-24,41;-129,42;03/01/2013 00:00:00;18/01/2013 00:00:00;08/11/2018 00:00:00
370708;K;23173147;0235134685;-0,81;-0,66;-0,15;-0,58;20/09/2012 00:00:00;04/10/2012 00:00:00;08/11/2018 00:00:00
370790;K;23143888;1055006592;-0,76;-0,62;-0,14;-0,72;21/05/2013 00:00:00;04/06/2013 00:00:00;08/11/2018 00:00:00
371278;K;10247746;7811182556;-339,92;-276,35;-63,57;-91,98;28/05/2014 00:00:00;28/05/2014 00:00:00;08/11/2018 00:00:00
371667;K;23151543;4045410890;-451,31;-366,92;-84,39;-39,41;05/09/2013 00:00:00;05/09/2013 00:00:00;08/11/2018 00:00:00
371928;K;5689760;4225021334;-32,82;-26,69;-6,13;-14,79;23/05/2014 00:00:00;23/05/2014 00:00:00;08/11/2018 00:00:00
371976;K;23302048;3245024142;-9,87;-8,02;-1,85;-9,75;18/12/2013 00:00:00;02/01/2014 00:00:00;08/11/2018 00:00:00
372996;K;5619313;4730207224;-281,32;-228,71;-52,61;-281,32;11/09/2015 00:00:00;11/09/2015 00:00:00;08/11/2018 00:00:00
373032;K;23168365;0355049413;-201,8;-164,07;-37,73;-29,98;04/10/2013 00:00:00;04/10/2013 00:00:00;08/11/2018 00:00:00
373401;K;23171850;7811051631;-3,7;-3,03;-0,67;-3,7;28/03/2014 00:00:00;11/04/2014 00:00:00;08/11/2018 00:00:00
374305;K;27910628;0535001811;-54,84;-44,59;-10,25;-50,91;22/11/2013 00:00:00;06/12/2013 00:00:00;08/11/2018 00:00:00
374352;K;23305154;9530437142;-17,22;-14;-3,22;-17,22;09/01/2014 00:00:00;23/01/2014 00:00:00;08/11/2018 00:00:00
374596;K;28096659;9315513258;-104,38;-84,83;-19,55;-28,7;07/03/2013 00:00:00;21/03/2013 00:00:00;08/11/2018 00:00:00
375504;K;5871780;7856181288;-208,54;-169,54;-39;-69,12;05/09/2014 00:00:00;05/09/2014 00:00:00;08/11/2018 00:00:00
375759;K;28264944;0555019470;-40,82;-33,2;-7,62;-40,75;17/06/2013 00:00:00;01/07/2013 00:00:00;08/11/2018 00:00:00
375907;K;23308339;7810489907;-273,65;-222,49;-51,16;-95,55;12/08/2013 00:00:00;26/08/2013 00:00:00;08/11/2018 00:00:00
377001;K;23144951;4125093510;-0,27;-0,2;-0,07;-0,15;19/12/2013 00:00:00;02/01/2014 00:00:00;08/11/2018 00:00:00
377500;K;23134441;7855737379;-1,07;-0,88;-0,19;-1,03;06/02/2014 00:00:00;20/02/2014 00:00:00;08/11/2018 00:00:00
377966;K;23168131;1945005762;-49,51;-40,25;-9,26;-3,89;07/03/2014 00:00:00;07/03/2014 00:00:00;08/11/2018 00:00:00
377966;K;23168132;1945005763;-2,08;-1,69;-0,39;-2,08;07/03/2014 00:00:00;21/03/2014 00:00:00;08/11/2018 00:00:00
378151;K;28278152;9480390867;-44,14;-35,89;-8,25;-44,14;28/08/2013 00:00:00;11/09/2013 00:00:00;08/11/2018 00:00:00
378174;K;23286621;4045410133;-38,32;-31,16;-7,16;-37,88;21/08/2013 00:00:00;21/08/2013 00:00:00;08/11/2018 00:00:00
378235;K;23168586;9315656650;-7,36;-5,98;-1,38;-7,36;29/05/2013 00:00:00;12/06/2013 00:00:00;08/11/2018 00:00:00
378324;K;23138354;7810720515;-166,93;-135,73;-31,2;-166,93;05/11/2013 00:00:00;19/11/2013 00:00:00;08/11/2018 00:00:00
378353;K;23148113;3295004910;-61,69;-50,16;-11,53;-35,98;02/10/2012 00:00:00;15/10/2012 00:00:00;08/11/2018 00:00:00
378413;K;7192218;7740075383;-5,15;-4,18;-0,97;-5,15;26/02/2015 00:00:00;12/03/2015 00:00:00;08/11/2018 00:00:00
380127;K;23169912;1405016602;-24,79;-20,16;-4,63;-24,71;13/02/2013 00:00:00;27/02/2013 00:00:00;08/11/2018 00:00:00
380167;K;23152526;7810388457;-428,72;-348,54;-80,18;-7,44;28/06/2013 00:00:00;12/07/2013 00:00:00;08/11/2018 00:00:00
380224;K;15102683;9230002917;-67,76;-55,1;-12,66;-67,76;17/06/2014 00:00:00;01/07/2014 00:00:00;08/11/2018 00:00:00
380362;K;28278157;7855368126;-155,47;-126,4;-29,07;-107,73;07/08/2013 00:00:00;07/08/2013 00:00:00;08/11/2018 00:00:00
380362;K;23159137;7855369125;-82,32;-66,93;-15,39;-82,32;07/08/2013 00:00:00;21/08/2013 00:00:00;08/11/2018 00:00:00
380382;K;23135527;3225012796;-4,43;-3,6;-0,83;-4,39;13/12/2012 00:00:00;27/12/2012 00:00:00;08/11/2018 00:00:00
380607;K;24210265;9316284204;-21,16;-17,21;-3,95;-18,69;22/05/2014 00:00:00;05/06/2014 00:00:00;08/11/2018 00:00:00
381225;K;23072812;7810193378;-327,13;-265,98;-61,15;-16,94;18/04/2013 00:00:00;02/05/2013 00:00:00;08/11/2018 00:00:00
381225;K;23314629;1405024493;-68,89;-56,03;-12,86;-68,89;20/03/2014 00:00:00;03/04/2014 00:00:00;08/11/2018 00:00:00
381276;K;9703678;8411392244;-943,88;-767,37;-176,51;-340,34;09/10/2014 00:00:00;23/10/2014 00:00:00;08/11/2018 00:00:00
381383;K;28615606;4740339215;-30,13;-24,5;-5,63;-30,13;28/11/2017 00:00:00;28/11/2017 00:00:00;08/11/2018 00:00:00
381620;K;23130990;3075002880;-2,95;-2,4;-0,55;-0,34;11/07/2012 00:00:00;11/07/2012 00:00:00;08/11/2018 00:00:00
382116;K;23128505;5730000814;-177,78;-144,55;-33,23;-177,22;05/03/2013 00:00:00;19/03/2013 00:00:00;08/11/2018 00:00:00
382321;K;23160998;9315696136;-20,7;-16,83;-3,87;-20,7;20/06/2013 00:00:00;04/07/2013 00:00:00;08/11/2018 00:00:00
382398;K;23131580;8410538753;-0,64;-0,53;-0,11;-0,35;27/09/2013 00:00:00;11/10/2013 00:00:00;08/11/2018 00:00:00
382659;K;23314650;0135022876;-4,91;-4;-0,91;-4,91;09/04/2014 00:00:00;23/04/2014 00:00:00;08/11/2018 00:00:00
383003;K;8444827;4225021333;-50,71;-41,23;-9,48;-50,71;23/05/2014 00:00:00;23/05/2014 00:00:00;08/11/2018 00:00:00
383075;K;23047700;0135021601;-4,21;-3,47;-0,74;-4,21;29/11/2013 00:00:00;13/12/2013 00:00:00;08/11/2018 00:00:00
383445;K;23134440;4225014736;-29,74;-24,18;-5,56;-27,59;27/01/2014 00:00:00;27/01/2014 00:00:00;08/11/2018 00:00:00
383688;K;23127836;6575073594;-3,11;-2,53;-0,58;-3,11;12/11/2013 00:00:00;26/11/2013 00:00:00;08/11/2018 00:00:00
384308;K;23092753;3245023785;-6,02;-4,89;-1,13;-5,56;26/11/2013 00:00:00;10/12/2013 00:00:00;08/11/2018 00:00:00
384449;K;28281244;1405023323;-71,62;-58,25;-13,37;-70,29;20/01/2014 00:00:00;03/02/2014 00:00:00;08/11/2018 00:00:00
384645;K;28281551;0235194009;-22,78;-18,51;-4,27;-10,18;20/12/2012 00:00:00;03/01/2013 00:00:00;08/11/2018 00:00:00
384677;K;23320725;1405021528;-1,81;-1,45;-0,36;-1,81;09/10/2013 00:00:00;23/10/2013 00:00:00;08/11/2018 00:00:00
384677;K;27913711;4225011704;-22,01;-17,9;-4,11;-22,01;28/11/2013 00:00:00;28/11/2013 00:00:00;08/11/2018 00:00:00
384689;K;23150484;3225016911;-14,89;-12,08;-2,81;-14,89;02/07/2013 00:00:00;16/07/2013 00:00:00;08/11/2018 00:00:00
384760;K;28071251;8410537407;-147,47;-119,91;-27,56;-147,32;26/09/2013 00:00:00;10/10/2013 00:00:00;08/11/2018 00:00:00
384807;K;23175189;3535005503;-3,59;-2,91;-0,68;-3,59;14/06/2012 00:00:00;28/06/2012 00:00:00;08/11/2018 00:00:00
385006;K;23121041;0135021648;-3,64;-2,96;-0,68;-3,47;03/12/2013 00:00:00;17/12/2013 00:00:00;08/11/2018 00:00:00
385009;K;23168389;8411018831;-111,39;-90,55;-20,84;-111,39;06/05/2014 00:00:00;20/05/2014 00:00:00;08/11/2018 00:00:00
385082;K;23027585;1335016282;-45,12;-36,68;-8,44;-44,94;11/04/2013 00:00:00;25/04/2013 00:00:00;08/11/2018 00:00:00
385505;K;23280052;6265224501;-6,56;-5,33;-1,23;-6,26;07/08/2012 00:00:00;22/08/2012 00:00:00;08/11/2018 00:00:00
385654;K;28264948;3245021505;-1,41;-1,16;-0,25;-1,41;17/07/2013 00:00:00;31/07/2013 00:00:00;08/11/2018 00:00:00
385704;K;23165262;7810140516;-109,4;-88,95;-20,45;-109,4;26/03/2013 00:00:00;09/04/2013 00:00:00;08/11/2018 00:00:00
385759;K;7398002;7811196138;-155,55;-126,48;-29,07;-46,64;05/06/2014 00:00:00;20/06/2014 00:00:00;08/11/2018 00:00:00
385875;K;28290762;4225010467;-445,32;-362,05;-83,27;-52,61;06/11/2013 00:00:00;06/11/2013 00:00:00;08/11/2018 00:00:00
386019;K;23156037;0135020306;-2,02;-1,63;-0,39;-2,02;23/08/2013 00:00:00;06/09/2013 00:00:00;08/11/2018 00:00:00
386056;K;23127921;6735364584;-15,01;-12,18;-2,83;-15,01;02/07/2012 00:00:00;17/07/2012 00:00:00;08/11/2018 00:00:00
386194;K;23296028;7810253482;-195,23;-158,7;-36,53;-26,43;15/05/2013 00:00:00;29/05/2013 00:00:00;08/11/2018 00:00:00
386787;K;23162171;7810078705;-86,34;-70,21;-16,13;-33,44;26/02/2013 00:00:00;12/03/2013 00:00:00;08/11/2018 00:00:00
386787;K;28107767;7810394290;-4,61;-3,77;-0,84;-4,61;02/07/2013 00:00:00;16/07/2013 00:00:00;08/11/2018 00:00:00
387070;K;23150507;1405019510;-13,89;-11,3;-2,59;-13,08;04/07/2013 00:00:00;18/07/2013 00:00:00;08/11/2018 00:00:00
